id,level,surface,reading_kana,meaning_ko,issues,catalog_status,catalog_level,catalog_pron,catalog_entry,search_status,search_level,search_entry,jmdict_issue,jmdict_detail,example_source,example_contain_basis,example_jp,spelling_note,naver_means,source_url
w_d2cf58fa31a4ba2e,N1,選出,せんしゅつ,선출,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,選出,,,naver,surface,党の総務を選出する,,,https://ja.dict.naver.com/#/search?query=%E9%81%B8%E5%87%BA
w_2a5bde6cf8e65b4d,N1,仕業,しわざ,"짓, 소행",naver-level-missing,naver_level_missing,,,,search_no_jlpt,,仕業,,,naver,surface,彼の仕業に相違ない.,,,https://ja.dict.naver.com/#/search?query=%E4%BB%95%E6%A5%AD
w_9bbd819821229982,N1,殺到,さっとう,쇄도(세차게몰려듦),naver-level-missing,naver_level_missing,,,,search_no_jlpt,,殺到,,,naver,surface,米油は、血中コレストロール分を下げる効果があるということから、客が殺到して品薄になったことがありました。,,,https://ja.dict.naver.com/#/search?query=%E6%AE%BA%E5%88%B0
w_c5477b139f36b1c2,N1,誠に,まことに,"참으로, 정말로(매우 공손), 절대적으로, 확실히",naver-level-missing,naver_level_missing,,,,match,N1,誠に·真に·実に,,,naver,surface,誠に申し訳なく思っています,,,https://ja.dict.naver.com/#/search?query=%E8%AA%A0%E3%81%AB
w_8aac9f125a925e22,N1,遮断,しゃだん,차단,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,遮断,,,naver,surface,敵の退路を遮断する.,,,https://ja.dict.naver.com/#/search?query=%E9%81%AE%E6%96%AD
w_6082f998d6e8518e,N1,発散,はっさん,발산,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,発散,,,naver,surface,ストレスを酒で発散する人をよく見る.,,,https://ja.dict.naver.com/#/search?query=%E7%99%BA%E6%95%A3
w_a60b6753a0d75ab2,N1,尽くす,つくす,"애쓰다,있는힘을다하다",naver-level-missing,naver_level_missing,,,,match,N1,尽(く)す,,,naver,surface,暴虐の限りを尽くす.,,,https://ja.dict.naver.com/#/search?query=%E5%B0%BD%E3%81%8F%E3%81%99
w_2f80515abdd9d298,N1,インターフォン,インターフォン,인터폰,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,インターフォン,,,naver,surface,インターフォンを切る。,,,https://ja.dict.naver.com/#/search?query=%E3%82%A4%E3%83%B3%E3%82%BF%E3%83%BC%E3%83%95%E3%82%A9%E3%83%B3
w_3f031ca942fa7e3c,N1,待ち合わせ,まちあわせ,(약속하여) 만남,naver-level-missing;level-mismatch-confirmed,naver_level_missing,,,,mismatch,N3,待ち合(わ)せ,,,naver,surface,待ち合わせの場所に，黒いスポーツ・カーで現れた,,,https://ja.dict.naver.com/#/search?query=%E5%BE%85%E3%81%A1%E5%90%88%E3%82%8F%E3%81%9B
w_b8f042daaae50694,N1,繊細な,せんさいな,섬세한,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,繊細な,derived-form,base=繊細 suffix=な,naver,surface,繊細な演技で観客を感動させた,,,https://ja.dict.naver.com/#/search?query=%E7%B9%8A%E7%B4%B0%E3%81%AA
w_ac480dfae7f71b45,N1,ネック,ネック,"장애물, 걸림돌, 방해물",naver-level-missing,naver_level_missing,,,,search_no_jlpt,,ネック,,,naver,surface,父は私に「勉強するのにネックはないのか」と聞いた。,,,https://ja.dict.naver.com/#/search?query=%E3%83%8D%E3%83%83%E3%82%AF
w_4150da4853e06dc8,N1,派生,はせい,파생,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,派生,,,naver,surface,新たな問題が派生する.,,,https://ja.dict.naver.com/#/search?query=%E6%B4%BE%E7%94%9F
w_5be62d71deeeebf2,N1,造り,つくり,건축물·제품의 만듦새; 구조,naver-level-missing,naver_level_missing,,,,match,N1,造(り),,,naver,surface,造りがしっかりしている家,,,https://ja.dict.naver.com/#/search?query=%E9%80%A0%E3%82%8A
w_8e2653e7ffbebf1e,N1,嫌悪感,けんおかん,혐오감,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,嫌悪感,,,naver,surface,ジスはその暴力に対して嫌悪感を覚えた。,,,https://ja.dict.naver.com/#/search?query=%E5%AB%8C%E6%82%AA%E6%84%9F
w_73b7994c2eb747bd,N1,云々,うんぬん,"운운, 등등",naver-level-missing,naver_level_missing,,,,search_no_jlpt,,云々,,,naver,surface,良心を云々する。,,,https://ja.dict.naver.com/#/search?query=%E4%BA%91%E3%80%85
w_150dcbd2b6dcb160,N1,ロープウェイ,ロープウェイ,로프웨이,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,,,naver,surface,ロ：ロープウェイに乗せて送ります。,,,https://ja.dict.naver.com/#/search?query=%E3%83%AD%E3%83%BC%E3%83%97%E3%82%A6%E3%82%A7%E3%82%A4
w_376c24e325210ddf,N1,人手,ひとで,"일손,노동력",naver-level-missing,naver_level_missing,,,,search_no_jlpt,,人手,,,naver,surface,人手が足りず、業務が滞っている,,,https://ja.dict.naver.com/#/search?query=%E4%BA%BA%E6%89%8B
w_52019f7d0cd6186e,N1,概ね,おおむね,"대체로, 대강",naver-level-missing;example-headword-missing,naver_level_missing,,,,search_no_jlpt,,大旨·概ね,,,naver,missing,事の大旨を知る,,,https://ja.dict.naver.com/#/search?query=%E6%A6%82%E3%81%AD
w_862152d331038cdb,N1,些細な,ささいな,사소한,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=些細 suffix=な,naver,reading,ささいなことで友と絶交する.,,,https://ja.dict.naver.com/#/search?query=%E4%BA%9B%E7%B4%B0%E3%81%AA
w_6273ce23fa23feb8,N1,倍率,ばいりつ,배율; 경쟁률,naver-level-missing,naver_level_missing,,,,match,N1,倍率,,,naver,surface,倍率を上げる.,,,https://ja.dict.naver.com/#/search?query=%E5%80%8D%E7%8E%87
w_eea6908afcbc875c,N1,却下する,きゃっかする,각하하다,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=却下 suffix=する,naver,surface,上告を却下する.,,,https://ja.dict.naver.com/#/search?query=%E5%8D%B4%E4%B8%8B%E3%81%99%E3%82%8B
w_3fdb6246f1e9c47f,N1,只,ただ,"공짜, 무료",level-ambiguous,manual_review,N2,只·唯,ただ,manual_review,N1,只,,,naver,surface,只より高いものはない,,보통;예사;다만;단;단;다만,https://ja.dict.naver.com/#/search?query=%E5%8F%AA
w_20076d265929cd9c,N1,顕著な,けんちょな,현저한,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=顕著 suffix=な,naver,surface,顕著な違い,,,https://ja.dict.naver.com/#/search?query=%E9%A1%95%E8%91%97%E3%81%AA
w_5f7d2faf2ecc4e9c,N1,猛烈に,もうれつに,맹렬히,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=猛烈 suffix=に,naver,surface,政府を猛烈に非難する.,,,https://ja.dict.naver.com/#/search?query=%E7%8C%9B%E7%83%88%E3%81%AB
w_9025c655eedd7094,N1,陥る,おちいる,나쁜상황에빠지다,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,陥る,,,naver,surface,邪慾に迷って不義に陥る.,,,https://ja.dict.naver.com/#/search?query=%E9%99%A5%E3%82%8B
w_1447cd157d5f61da,N1,偽り,いつわり,허위,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,偽り·詐り,,,naver,surface,偽りの自白を強いられる,,,https://ja.dict.naver.com/#/search?query=%E5%81%BD%E3%82%8A
w_374d0d2dd3cc9f74,N1,当面,とうめん,"당면,당분간",naver-level-missing,naver_level_missing,,,,search_no_jlpt,,当面,,,naver,surface,討論の対象を当面の問題に限局する.,,,https://ja.dict.naver.com/#/search?query=%E5%BD%93%E9%9D%A2
w_a8bf8b6572c5b0e0,N1,盛大に,せいだいに,성대하게,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=盛大 suffix=に,naver,surface,盛大に行う,,,https://ja.dict.naver.com/#/search?query=%E7%9B%9B%E5%A4%A7%E3%81%AB
w_6428cb3d9b531afc,N1,速やかな,すみやかな,신속한,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=速やか suffix=な,naver,surface,速やかな処置をとる.,,,https://ja.dict.naver.com/#/search?query=%E9%80%9F%E3%82%84%E3%81%8B%E3%81%AA
w_4f3c623502b2e1fc,N1,速やかに,すみやかに,신속히,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,速やかに,derived-form,base=速やか suffix=に,naver,surface,事件を速やかに処理する,,,https://ja.dict.naver.com/#/search?query=%E9%80%9F%E3%82%84%E3%81%8B%E3%81%AB
w_f2cbcefac0f33503,N1,提起,ていき,제기,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,提起,,,naver,surface,強力に反論を提起する.,,,https://ja.dict.naver.com/#/search?query=%E6%8F%90%E8%B5%B7
w_d06270d2100b5a7c,N1,暗闇,くらやみ,어둠,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,暗闇·暗やみ,,,naver,surface,暗闇に覆われる.,,,https://ja.dict.naver.com/#/search?query=%E6%9A%97%E9%97%87
w_c73145fc9684b446,N1,レイアウト,レイアウト,레이아웃,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,レイアウト,,,naver,surface,テクニカルなダウンヒルを経て、アップダウンを含む上りを経て戻ってくるコースレイアウトだった。,,,https://ja.dict.naver.com/#/search?query=%E3%83%AC%E3%82%A4%E3%82%A2%E3%82%A6%E3%83%88
w_b1c88bc724915375,N1,執着する,しゅうちゃくする,집착하다,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=執着 suffix=する,naver,surface,権力に執着する,,,https://ja.dict.naver.com/#/search?query=%E5%9F%B7%E7%9D%80%E3%81%99%E3%82%8B
w_515c6f495c4206e0,N1,率いる,ひきいる,"이끌다,인솔하다",naver-level-missing,naver_level_missing,,,,match,N1,率いる,,,naver,surface,劇団を率いる,,,https://ja.dict.naver.com/#/search?query=%E7%8E%87%E3%81%84%E3%82%8B
w_0a1f3e39861eacb0,N1,判別,はんべつ,판별,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,判別,,,naver,surface,暗くて判別がつかない.,,,https://ja.dict.naver.com/#/search?query=%E5%88%A4%E5%88%A5
w_5a53c24529898048,N1,早急に,さっきゅうに,조속히,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=早急 suffix=に,naver,surface,早急に調査したい,,,https://ja.dict.naver.com/#/search?query=%E6%97%A9%E6%80%A5%E3%81%AB
w_68f52b5bc51583b2,N1,絶叫,ぜっきょう,절규,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,絶叫,,,naver,surface,救いを求めて絶叫する.,,,https://ja.dict.naver.com/#/search?query=%E7%B5%B6%E5%8F%AB
w_c6e82c69a1c19ed3,N1,一挙に,いっきょに,일거에,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,,,naver,surface,対話の質が一挙に変わり，ダイナミックな様相を帯びてくる,,,https://ja.dict.naver.com/#/search?query=%E4%B8%80%E6%8C%99%E3%81%AB
w_bcf5aa0b13df70fa,N1,改訂版,かいていばん,개정판,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,改訂版,,,naver,surface,改訂版を刊行する.,,,https://ja.dict.naver.com/#/search?query=%E6%94%B9%E8%A8%82%E7%89%88
w_a2e6614246e92396,N1,凄まじい,すさまじい,"대단하다, 무시무시하다",naver-level-missing,naver_level_missing,,,,search_no_jlpt,,凄まじい·冷まじい,,,naver,surface,凄まじいスピードでゴールした,,,https://ja.dict.naver.com/#/search?query=%E5%87%84%E3%81%BE%E3%81%98%E3%81%84
w_3aa224fccadbe8cb,N1,平行,へいこう,평행,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,平行,,,naver,surface,二人[両人]の意見が平行したままで話は終わった.,,,https://ja.dict.naver.com/#/search?query=%E5%B9%B3%E8%A1%8C
w_75c0133793da000e,N1,治癒する,ちゆする,치유하다,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=治癒 suffix=する,naver,surface,完全に治癒する,,,https://ja.dict.naver.com/#/search?query=%E6%B2%BB%E7%99%92%E3%81%99%E3%82%8B
w_0f6c52aadf78216b,N1,配属,はいぞく,배속,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,配属,,,naver,surface,配属をきめる,,,https://ja.dict.naver.com/#/search?query=%E9%85%8D%E5%B1%9E
w_dbc9be61b1093e8f,N1,収まる,おさまる,"수습되다, 들어맞다",naver-level-missing,naver_level_missing,,,,match,N1,収(ま)る,,,naver,surface,元の鞘に収まる,,,https://ja.dict.naver.com/#/search?query=%E5%8F%8E%E3%81%BE%E3%82%8B
w_f5fafa9df9d8a23f,N1,自粛,じしゅく,"자숙,자제",naver-level-missing,naver_level_missing,,,,search_no_jlpt,,自粛,,,naver,surface,外出を自粛するようお願いします,,,https://ja.dict.naver.com/#/search?query=%E8%87%AA%E7%B2%9B
w_dfadcb81869cc16a,N1,一掃,いっそう,"일소,소탕",naver-level-missing,naver_level_missing,,,,search_no_jlpt,,一掃,,,naver,surface,宿弊を打破[一掃]する.,,,https://ja.dict.naver.com/#/search?query=%E4%B8%80%E6%8E%83
w_ffe5d8ebd46452b1,N1,強大な,きょうだいな,"강대한,막강한",naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=強大 suffix=な,naver,surface,強大な戦力を誇る.,,,https://ja.dict.naver.com/#/search?query=%E5%BC%B7%E5%A4%A7%E3%81%AA
w_aa68a8b2526c2b57,N1,画期的な,かっきてきな,획기적인,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=画期的 suffix=な,naver,surface,キム博士の画期的な研究は世間を驚かせた。,,,https://ja.dict.naver.com/#/search?query=%E7%94%BB%E6%9C%9F%E7%9A%84%E3%81%AA
w_91c6df1ecc084985,N1,医院,いいん,"의원, 병원",example-headword-missing,match,N1,医院,いいん,,,,,,naver,missing,腕前が良いと評判の医員の病院は、明け方から患者たちで長蛇の列をなした。,,의원,https://ja.dict.naver.com/#/search?query=%E5%8C%BB%E9%99%A2
w_93385bed8dd915a2,N1,探知,たんち,탐지,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,探知,,,naver,surface,地中に埋設されている地雷を探知する.,,,https://ja.dict.naver.com/#/search?query=%E6%8E%A2%E7%9F%A5
w_37cbfb44f295325b,N1,軌跡,きせき,궤적,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,軌跡,,,naver,surface,ジェット機が空に軌跡を残しながら飛んでいった。,,,https://ja.dict.naver.com/#/search?query=%E8%BB%8C%E8%B7%A1
w_2ecea75442206e84,N1,ノルマ,ノルマ,"노르마, 업무 할당량",naver-level-missing,naver_level_missing,,,,search_no_jlpt,,ノルマ,,,naver,surface,ノルマを全力を尽くしてやり切る,,,https://ja.dict.naver.com/#/search?query=%E3%83%8E%E3%83%AB%E3%83%9E
w_c017d3fc119dd1f4,N1,一律に,いちりつに,일률적으로,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,,,naver,surface,給料を一律に上げる,,,https://ja.dict.naver.com/#/search?query=%E4%B8%80%E5%BE%8B%E3%81%AB
w_6cbc49324d4cfd5f,N1,収束,しゅうそく,"수습,해결",naver-level-missing,naver_level_missing,,,,search_no_jlpt,,収束,,,naver,surface,ストが ようやく収束に向かっている,,,https://ja.dict.naver.com/#/search?query=%E5%8F%8E%E6%9D%9F
w_1f45eb00e24b3e52,N1,後援,こうえん,후원,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,後援,,,naver,surface,コンクールを後援している,,,https://ja.dict.naver.com/#/search?query=%E5%BE%8C%E6%8F%B4
w_70d82b1cc2aa178a,N1,成り立つ,なりたつ,"성립하다, 이루어지다",naver-level-missing,naver_level_missing,,,,match,N1,成(り)立つ,,,naver,surface,一つにはこういう見解も成り立つ.,,,https://ja.dict.naver.com/#/search?query=%E6%88%90%E3%82%8A%E7%AB%8B%E3%81%A4
w_23830e0970473c94,N1,精力的に,せいりょくてきに,정력적으로,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=精力的 suffix=に,naver,surface,様様なＮＧＯやＮＰＯで精力的に活動するネットワーカーの姿に触れるにつれ，目から鱗が落ちてゆく思いがした,,,https://ja.dict.naver.com/#/search?query=%E7%B2%BE%E5%8A%9B%E7%9A%84%E3%81%AB
w_e286654d0db7e531,N1,見返り,みかえり,"보답, 보상",naver-level-missing,naver_level_missing,,,,search_no_jlpt,,見返り,,,naver,surface,相手に見返りを期待する,,,https://ja.dict.naver.com/#/search?query=%E8%A6%8B%E8%BF%94%E3%82%8A
w_aa132fab9dcd35ac,N1,跡地,あとち,"철거부지,철거후공터",naver-level-missing,naver_level_missing,,,,search_no_jlpt,,跡地,,,naver,surface,跡地利用,,,https://ja.dict.naver.com/#/search?query=%E8%B7%A1%E5%9C%B0
w_b3165e303f5aabec,N1,華やかな,はなやかな,화려한,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=華やか suffix=な,naver,surface,華やかなアクセサリーで身繕いをする.,,,https://ja.dict.naver.com/#/search?query=%E8%8F%AF%E3%82%84%E3%81%8B%E3%81%AA
w_32af6bb00d20cb83,N1,潜伏,せんぷく,잠복,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,潜伏,,,naver,surface,市内の某所に潜伏する.,,,https://ja.dict.naver.com/#/search?query=%E6%BD%9C%E4%BC%8F
w_62922e188796df96,N1,無謀な,むぼうな,"무모한,천진난만한",naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=無謀 suffix=な,naver,surface,若盛りに酒の気も手伝って無謀な事をする,,,https://ja.dict.naver.com/#/search?query=%E7%84%A1%E8%AC%80%E3%81%AA
w_670155b659509b08,N1,豪快に,ごうかいに,호쾌하게,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=豪快 suffix=に,naver,surface,豪快に笑い飛ばす.,,,https://ja.dict.naver.com/#/search?query=%E8%B1%AA%E5%BF%AB%E3%81%AB
w_02556a9f75b82a91,N1,愛着,あいちゃく,애착,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,愛着,,,naver,surface,サックスもクラリネットも吹くが，「静かで心にしみる独特の音色」を持つバスーンへの愛着は格別だ,,,https://ja.dict.naver.com/#/search?query=%E6%84%9B%E7%9D%80
w_cf782b6f2e06a5cc,N1,裏付け,うらづけ,"뒷받침,증거",naver-level-missing,naver_level_missing,,,,search_no_jlpt,,裏付(け),,,naver,surface,裏付けとなる証拠を示す,,,https://ja.dict.naver.com/#/search?query=%E8%A3%8F%E4%BB%98%E3%81%91
