literal,meanings_ko,meanings_en,onyomi,kunyomi,radical,radical_name_ko,radical_number,stroke_count,source,source_url,license,qa_status,data_version,qa_note
床,"[""마루""]","[""bed"",""counter for beds"",""floor"",""padding"",""tatami""]","[""ショウ""]","[""とこ"",""ゆか""]",广,엄호 엄,53,7,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
承,"[""삼가듣다"",""받잡다""]","[""acquiesce"",""hear"",""listen to"",""be informed"",""receive""]","[""ショウ"",""ジョウ""]","[""うけたまわ.る"",""う.ける""]",手,손 수,64,8,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
招,"[""초대하다"",""부르다""]","[""beckon"",""invite"",""summon"",""engage""]","[""ショウ""]","[""まね.く""]",手,손 수,64,8,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
掌,"[""손바닥""]","[""palm of hand"",""rule"",""administer"",""conduct""]","[""ショウ""]","[""てのひら"",""たなごころ""]",手,손 수,64,12,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
昇,"[""(해가) 뜨다"",""오르다""]","[""rise up""]","[""ショウ""]","[""のぼ.る""]",日,날 일,72,8,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
晶,"[""맑다"",""수정""]","[""sparkle"",""clear"",""crystal""]","[""ショウ""]",[],日,날 일,72,12,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
梢,"[""나무 꼭대기""]","[""treetops"",""twig""]","[""ショウ""]","[""こずえ"",""くすのき""]",木,나무 목,75,11,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,2,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
沼,"[""늪"",""못""]","[""marsh"",""lake"",""bog"",""swamp"",""pond""]","[""ショウ""]","[""ぬま""]",水,물 수,85,8,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
消,"[""사라지다"",""없애다"",""끄다"",""취소하다""]","[""extinguish"",""blow out"",""turn off"",""neutralize"",""cancel""]","[""ショウ""]","[""き.える"",""け.す""]",水,물 수,85,10,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,verified,10,Human-reviewed 2026-08-22: KANJIDIC English + JLPT usage cross-check; semantic-review draft confirmed.
渉,"[""건너다"",""관련되다""]","[""ford"",""go cross"",""transit"",""ferry"",""import"",""involve""]","[""ショウ""]","[""わた.る""]",水,물 수,85,11,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
焼,"[""굽다""]","[""bake"",""burning""]","[""ショウ""]","[""や.く"",""や.き"",""や.き-"",""-や.き"",""や.ける""]",火,불 화,86,12,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
焦,"[""초조해하다""]","[""char"",""hurry"",""impatient"",""irritate"",""burn"",""scorch"",""singe""]","[""ショウ""]","[""こ.げる"",""こ.がす"",""こ.がれる"",""あせ.る"",""じ.れる"",""じ.らす""]",火,불 화,86,12,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
照,"[""비추다""]","[""illuminate"",""shine"",""compare"",""bashful""]","[""ショウ""]","[""て.る"",""て.らす"",""て.れる""]",火,불 화,86,13,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
症,"[""증상"",""병""]","[""symptoms"",""illness""]","[""ショウ""]",[],疒,병질안 역,104,10,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
省,"[""생략하다""]","[""government ministry"",""conserve"",""omit""]","[""セイ"",""ショウ""]","[""かえり.みる"",""はぶ.く""]",目,눈 목,109,9,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
称,"[""칭하다"",""자칭하다""]","[""appellation"",""praise"",""admire"",""name"",""title"",""fame""]","[""ショウ""]","[""たた.える"",""とな.える"",""あ.げる"",""かな.う"",""はか.り"",""はか.る"",""ほめ.る""]",禾,벼 화,115,10,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
章,"[""장"",""훈장""]","[""badge"",""chapter"",""composition"",""poem"",""design""]","[""ショウ""]",[],立,설 립,117,11,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
笑,"[""웃다""]","[""laugh""]","[""ショウ""]","[""わら.う"",""え.む""]",竹,대 죽,118,10,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
粧,"[""화장"",""꾸미다""]","[""cosmetics"",""adorn (one's person)""]","[""ショウ""]",[],米,쌀 미,119,12,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
紹,"[""소개하다"",""잇다""]","[""introduce"",""inherit"",""help""]","[""ショウ""]",[],糸,실 사,120,11,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
衝,"[""찌르다"",""충돌""]","[""collide"",""brunt"",""highway"",""opposition (astronomy)"",""thrust"",""pierce"",""stab"",""prick""]","[""ショウ""]","[""つ.く""]",行,다닐 행,144,15,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
訟,"[""소송하다"",""고소하다""]","[""sue"",""accuse""]","[""ショウ""]",[],言,말씀 언,149,11,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
証,"[""증거"",""증명""]","[""evidence"",""proof"",""certificate""]","[""ショウ""]","[""あかし""]",言,말씀 언,149,12,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
詳,"[""자세하다"",""상세하다"",""잘알고있다""]","[""detailed"",""full"",""minute"",""accurate"",""well-informed""]","[""ショウ""]","[""くわ.しい"",""つまび.らか""]",言,말씀 언,149,13,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
象,"[""코끼리""]","[""elephant"",""pattern after"",""imitate"",""image"",""shape"",""sign (of the times)""]","[""ショウ"",""ゾウ""]","[""かたど.る""]",豕,돼지 시,152,12,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
賞,"[""상""]","[""prize"",""reward"",""praise""]","[""ショウ""]","[""ほ.める""]",貝,조개 패,154,15,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
鐘,"[""종"",""종소리""]","[""bell"",""gong"",""chimes""]","[""ショウ""]","[""かね""]",金,쇠 금,167,20,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
障,"[""방해가되다"",""지장이있다""]","[""hinder"",""hurt"",""harm""]","[""ショウ""]","[""さわ.る""]",阜,언덕 부,170,14,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
上,"[""위""]","[""above"",""up""]","[""ジョウ"",""ショウ"",""シャン""]","[""うえ"",""-うえ"",""うわ-"",""かみ"",""あ.げる"",""-あ.げる"",""あ.がる"",""-あ.がる"",""あ.がり"",""-あ.がり"",""のぼ.る"",""のぼ.り"",""のぼ.せる"",""のぼ.す"",""たてまつ.る""]",一,한 일,1,3,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
丈,"[""길이"",""높이""]","[""length"",""ten shaku"",""measure"",""Mr."",""Ms."",""height"",""stature"",""all (one has)"",""only"",""that's all"",""merely""]","[""ジョウ""]","[""たけ"",""だけ""]",一,한 일,1,3,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
乗,"[""타다"",""오르다""]","[""ride"",""power"",""multiplication"",""record"",""counter for vehicles"",""board"",""mount"",""join""]","[""ジョウ"",""ショウ""]","[""の.る"",""-の.り"",""の.せる""]",丿,삐침 별,4,9,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,2,Manual format normalization 2026-08-18: 쉼표로 분리된 문맥형 뜻을 기본 의미로 정리.
冗,"[""쓸데없음"",""장황함""]","[""superfluous"",""uselessness""]","[""ジョウ""]",[],冖,민갓머리 멱,14,4,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
剰,"[""남다"",""잉여""]","[""surplus"",""besides""]","[""ジョウ""]","[""あまつさえ"",""あま.り"",""あま.る""]",刀,칼 도,18,11,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
城,"[""성""]","[""castle""]","[""ジョウ"",""セイ""]","[""しろ""]",土,흙 토,32,9,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
場,"[""장소"",""장""]","[""location"",""place""]","[""ジョウ"",""チョウ""]","[""ば""]",土,흙 토,32,12,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
嬢,"[""아가씨"",""딸""]","[""lass"",""girl"",""Miss"",""daughter""]","[""ジョウ""]","[""むすめ""]",女,계집 녀,38,16,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
常,"[""항상"",""언제나""]","[""usual"",""ordinary"",""normal"",""common"",""regular"",""continually"",""always"",""long-lasting""]","[""ジョウ""]","[""つね"",""とこ-""]",巾,수건 건,50,11,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
情,"[""동정"",""공감""]","[""feelings"",""emotion"",""passion"",""sympathy"",""circumstances"",""facts""]","[""ジョウ"",""セイ""]","[""なさ.け""]",心,마음 심,61,11,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
条,"[""조항"",""가지""]","[""article"",""clause"",""counter for articles, clauses, paragraphs, etc."",""twig"",""item"",""stripe"",""streak""]","[""ジョウ"",""チョウ"",""デキ""]","[""えだ"",""すじ""]",木,나무 목,75,7,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
杖,"[""지팡이""]","[""staff"",""cane""]","[""ジョウ""]","[""つえ""]",木,나무 목,75,7,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
状,"[""상태"",""모양""]","[""status quo"",""conditions"",""circumstances"",""form"",""appearance""]","[""ジョウ""]",[],犬,개 견,94,7,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
畳,"[""다다미""]","[""tatami mat"",""counter for tatami mats"",""fold"",""shut up"",""do away with""]","[""ジョウ"",""チョウ""]","[""たた.む"",""たたみ"",""かさ.なる""]",田,밭 전,102,12,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
蒸,"[""찌다"",""무덥다""]","[""steam"",""heat"",""sultry"",""foment"",""get musty""]","[""ジョウ"",""セイ""]","[""む.す"",""む.れる"",""む.らす""]",艸,풀 초,140,13,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
譲,"[""양보하다"",""양도하다""]","[""defer"",""turnover"",""transfer"",""convey""]","[""ジョウ""]","[""ゆず.る""]",言,말씀 언,149,20,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
錠,"[""자물쇠"",""정제""]","[""lock"",""fetters"",""shackles""]","[""ジョウ""]",[],金,쇠 금,167,16,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
飾,"[""장식""]","[""decorate"",""ornament"",""adorn"",""embellish""]","[""ショク""]","[""かざ.る"",""かざ.り""]",食,밥 식,184,13,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
拭,"[""닦다""]","[""wipe"",""mop"",""swab""]","[""ショク"",""シキ""]","[""ぬぐ.う"",""ふ.く""]",手,손 수,64,9,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
植,"[""심다""]","[""plant""]","[""ショク""]","[""う.える"",""う.わる""]",木,나무 목,75,12,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,1,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
殖,"[""번식하다"",""늘리다""]","[""augment"",""increase"",""multiply"",""raise""]","[""ショク""]","[""ふ.える"",""ふ.やす""]",歹,죽을 사,78,12,kanjidic2,https://www.edrdg.org/kanjidic/kanjidic2.xml.gz,CC BY-SA 4.0,auto,2,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
