literal,highest_severity,checks,details,meanings_ko,meanings_en,onyomi,kunyomi,radical,radical_name_ko,radical_number,stroke_count,qa_status,linked_word_count,linked_word_examples
源,review,manual_review_required,,"[""근원"",""원천""]","[""source"",""origin""]","[""ゲン""]","[""みなもと""]",水,물 수,85,13,auto,8,"資源/しげん:자원 || 源/みなもと:근원, 원천 || 電源/でんげん:전원 || 起源/きげん:기원 || 財源/ざいげん:재원 || 語源/ごげん:어원 || 根源/こんげん:근원 || 水源/すいげん:수원, 물의 근원"
準,review,manual_review_required,,"[""준하다"",""따르다""]","[""semi-"",""correspond to"",""proportionate to"",""conform"",""imitate""]","[""ジュン""]","[""じゅん.じる"",""じゅん.ずる"",""なぞら.える"",""のり"",""ひと.しい"",""みずもり""]",水,물 수,85,13,auto,3,準備/じゅんび:준비 || 基準/きじゅん:기준 || 標準/ひょうじゅん:표준
溜,review,manual_review_required,,"[""모아 둠"",""그 장소"",""江戸 시대에 병든 죄수를 수용하던 감옥""]","[""collect"",""gather"",""be in arrears""]","[""リュウ""]","[""た.まる"",""たま.る"",""た.める"",""したた.る"",""たまり"",""ため""]",水,물 수,85,13,auto,4,"溜め/ため:모아 둠;그 장소, 江戸 시대에 병든 죄수를 수용하던 감옥 || 溜まる/たまる:쌓이다, 모이다 || 溜める/ためる:모으다, 쌓다 || 溜息/ためいき:한숨"
溝,review,manual_review_required,,"[""도랑"",""홈"",""(관계의) 골""]","[""gutter"",""ditch"",""sewer"",""drain"",""10**32""]","[""コウ""]","[""みぞ""]",水,물 수,85,13,auto,2,"溝/みぞ:도랑, 홈; (관계의) 골 || 溝/どぶ:도랑, 시궁창"
溢,review,manual_review_required,,"[""넘쳐나다"",""흔하다""]","[""overflow"",""inundate"",""spill""]","[""イツ""]","[""こぼ.れる"",""あふ.れる"",""み.ちる""]",水,물 수,85,13,auto,1,"溢れる/あふれる:넘쳐나다,흔하다"
溶,review,manual_review_required,,"[""풀다"",""개다""]","[""melt"",""dissolve"",""thaw""]","[""ヨウ""]","[""と.ける"",""と.かす"",""と.く""]",水,물 수,85,13,auto,5,"溶かす/とかす:녹이다 || 溶く/とく:풀다, 개다 || 溶ける/とける:녹다 || 溶岩/ようがん:용암 || 溶け込む/とけこむ:녹다 안으로, 되다 부분 의"
溺,review,manual_review_required,,"[""물에 빠지다""]","[""drown"",""indulge""]","[""デキ"",""ジョウ"",""ニョウ""]","[""いばり"",""おぼ.れる""]",水,물 수,85,13,auto,1,溺れる/おぼれる:물에 빠지다
滑,review,manual_review_required,,"[""미끄러지다""]","[""slippery"",""slide"",""slip"",""fail exam""]","[""カツ"",""コツ""]","[""すべ.る"",""なめ.らか""]",水,물 수,85,13,auto,4,"滑る/すべる:미끄러지다 || 滑らか/なめらか:매끄러움 || 滑稽/こっけい:익살스러움, 우스움 || 円滑/えんかつ:원활"
滝,review,manual_review_required,,"[""폭포""]","[""waterfall"",""rapids"",""cascade""]","[""ロウ"",""ソウ""]","[""たき""]",水,물 수,85,13,auto,1,滝/たき:폭포
滞,review,manual_review_required,,"[""막히다"",""밀리다""]","[""stagnate"",""be delayed"",""overdue"",""arrears""]","[""タイ"",""テイ""]","[""とどこお.る""]",水,물 수,85,13,auto,5,"滞在/たいざい:체재 || 渋滞/じゅうたい:정체 || 停滞/ていたい:정체,진행이더딤 || 滞納/たいのう:체납 || 滞る/とどこおる:막히다,밀리다"
滲,review,manual_review_required,,"[""번지다"",""스미다""]","[""imbued with""]","[""シン""]","[""し.みる"",""にじ.む""]",水,물 수,85,14,auto,1,"滲む/にじむ:번지다, 스미다; 번지다, 스며들다"
滴,review,manual_review_required,,"[""물방울""]","[""drip"",""drop""]","[""テキ""]","[""しずく"",""したた.る""]",水,물 수,85,14,auto,1,水滴/すいてき:물방울
漁,review,manual_review_required,,"[""고기잡이"",""어업""]","[""fishing"",""fishery""]","[""ギョ"",""リョウ""]","[""あさ.る""]",水,물 수,85,14,auto,3,漁師/りょうし:어부 || 漁業/ぎょぎょう:어업 || 漁船/ぎょせん:어선
漂,review,manual_review_required,,"[""떠돌다"",""감돌다""]","[""drift"",""float (on liquid)""]","[""ヒョウ""]","[""ただよ.う""]",水,물 수,85,14,auto,1,"漂う/ただよう:떠돌다,감돌다"
漏,review,manual_review_required,,"[""새다"",""누설하다"",""빠뜨리다""]","[""leak"",""escape"",""time""]","[""ロウ""]","[""も.る"",""も.れる"",""も.らす""]",水,물 수,85,14,needs_review,2,"漏らす/もらす:흘리다, 누설하다 || 漏れる/もれる:새다(누수)"
漑,review,manual_review_required,,"[""물을 대다""]","[""pour""]","[""ガイ"",""カイ""]","[""そそ.ぐ""]",水,물 수,85,15,auto,1,灌漑/かんがい:관개
演,review,manual_review_required,,"[""공연하다"",""연기하다"",""상연하다""]","[""performance"",""act"",""play"",""render"",""stage""]","[""エン""]",[],水,물 수,85,14,needs_review,12,"演奏/えんそう:연주 || 演劇/えんげき:연극 || 演技/えんぎ:연기(연극) || 講演/こうえん:강연 || 演じる/えんじる:연기하다, (역을) 맡다 || 演説/えんぜつ:연설 || 出演/しゅつえん:출연 || 公演/こうえん:공연"
漠,review,manual_review_required,,"[""막연함"",""사막""]","[""vague"",""obscure"",""desert"",""wide""]","[""バク""]",[],水,물 수,85,13,auto,2,砂漠/さばく:사막 || 漠然と/ばくぜんと:막연하게
漢,review,manual_review_required,,"[""중국"",""한자""]","[""Sino-"",""China""]","[""カン""]",[],水,물 수,85,13,auto,3,"漢字/かんじ:한자 || 漢和/かんわ:한일(한자-일본어) || 漢語/かんご:한어, 한자어"
漫,review,manual_review_required,,"[""만화"",""제멋대로""]","[""cartoon"",""involuntarily"",""unrestrained"",""in spite of oneself"",""corrupt""]","[""マン""]","[""みだり.に"",""そぞ.ろ""]",水,물 수,85,14,auto,1,"漫画/まんが:만화(책), 만화, 애니메이션"
漬,review,manual_review_required,,"[""담그다"",""적시다"",""절이다""]","[""pickling"",""soak"",""moisten"",""steep""]","[""シ""]","[""つ.ける"",""つ.かる"",""-づ.け"",""-づけ""]",水,물 수,85,14,auto,1,"漬ける/つける:담그다, 적시다, 절이다"
潔,review,manual_review_required,,"[""깨끗하다"",""후련하다""]","[""undefiled"",""pure"",""clean"",""righteous"",""gallant""]","[""ケツ""]","[""いさぎよ.い""]",水,물 수,85,15,auto,4,"清潔/せいけつ:청결하다 || 不潔/ふけつ:불결함 || 簡潔/かんけつ:간결함 || 潔い/いさぎよい:깨끗하다,후련하다"
潜,review,manual_review_required,,"[""잠수하다""]","[""submerge"",""conceal"",""hide"",""lower (voice)"",""hush""]","[""セン""]","[""ひそ.む"",""もぐ.る"",""かく.れる"",""くぐ.る"",""ひそ.める""]",水,물 수,85,15,auto,4,潜る/もぐる:잠수하다 || 潜水/せんすい:잠수 || 潜入/せんにゅう:잠입 || 潜伏/せんぷく:잠복
潤,review,manual_review_required,,"[""축축해지다"",""윤택해지다""]","[""wet"",""be watered"",""profit by"",""receive benefits"",""favor"",""charm"",""steep""]","[""ジュン""]","[""うるお.う"",""うるお.す"",""うる.む""]",水,물 수,85,15,auto,2,"潤う/うるおう:축축해지다,윤택해지다 || 潤す/うるおす:축축하게 하다, 적시다"
潮,review,manual_review_required,,"[""조수"",""밀물 썰물""]","[""tide"",""salt water"",""opportunity""]","[""チョウ""]","[""しお"",""うしお""]",水,물 수,85,15,auto,1,"潮/しお:조수, 밀물 썰물"
潰,review,manual_review_required,,"[""찌그러뜨리다"",""(시간을) 때우다""]","[""crush"",""smash"",""break"",""dissipate""]","[""カイ"",""エ""]","[""つぶ.す"",""つぶ.れる"",""つい.える""]",水,물 수,85,15,auto,2,"潰す/つぶす:찌그러뜨리다; (시간을) 때우다 || 潰れる/つぶれる:찌부러지다,망하다"
澄,review,manual_review_required,,"[""분명한"",""맑은(날씨)"",""되다 투명한""]","[""lucidity"",""be clear"",""clear"",""clarify"",""settle"",""strain"",""look grave""]","[""チョウ""]","[""す.む"",""す.ます"",""-す.ます""]",水,물 수,85,15,auto,2,"澄ます/すます:맑게 하다; (귀를) 기울이다 || 澄む/すむ:분명한, 맑은(날씨), 되다 투명한"
激,review,manual_review_required,,"[""격하다"",""심하다""]","[""violent"",""get excited"",""enraged"",""chafe"",""incite""]","[""ゲキ""]","[""はげ.しい""]",水,물 수,85,16,auto,6,"激しい/はげしい:격하다,심하다 || 刺激/しげき:자극 || 急激/きゅうげき:급격한 || 感激/かんげき:감격 || 激増/げきぞう:급증 || 激励/げきれい:격려"
濁,review,manual_review_required,,"[""흐려지다"",""탁해지다""]","[""voiced"",""uncleanness"",""wrong"",""nigori"",""impurity""]","[""ダク"",""ジョク""]","[""にご.る"",""にご.す""]",水,물 수,85,16,auto,1,"濁る/にごる:흐려지다, 탁해지다"
濃,review,manual_review_required,,"[""짙다"",""진하다"",""농도가 높다""]","[""concentrated"",""thick"",""dark"",""undiluted""]","[""ノウ""]","[""こ.い""]",水,물 수,85,16,auto,2,"濃い/こい:짙다, 진하다, 농도가 높다 || 濃度/のうど:농도"
濡,review,manual_review_required,,"[""젖다""]","[""get wet"",""damp"",""make love""]","[""ジュ"",""ニュ""]","[""ぬれ.る"",""ぬら.す"",""ぬ.れる"",""ぬ.らす"",""うるお.い"",""うるお.う"",""うるお.す""]",水,물 수,85,17,auto,2,濡れる/ぬれる:젖다 || 濡らす/ぬらす:적시다
濯,review,manual_review_required,,"[""헹구다"",""씻어내다""]","[""laundry"",""wash"",""pour on"",""rinse""]","[""タク""]","[""すす.ぐ"",""ゆす.ぐ""]",水,물 수,85,17,auto,5,"洗濯/せんたく:세탁,빨래 || 洗濯物/せんたくもの:세탁물 || 洗濯機/せんたくき:세탁기 || 濯ぐ/すすぐ:헹구다, 씻어내다 || 濯ぐ/ゆすぐ:헹구다, 씻어내다"
瀬,review,manual_review_required,,"[""여울"",""급류""]","[""rapids"",""current"",""torrent"",""shallows"",""shoal""]","[""ライ""]","[""せ""]",水,물 수,85,19,auto,1,"瀬戸物/せともの:도자기, 사기그릇"
灌,review,manual_review_required,,"[""물을 붓다""]","[""pour""]","[""カン""]","[""そそ.ぐ""]",水,물 수,85,20,auto,1,灌漑/かんがい:관개
火,review,manual_review_required,,"[""불""]","[""fire""]","[""カ""]","[""ひ"",""-び"",""ほ-""]",火,불 화,86,4,auto,12,"火曜日/かようび:화요일 || 火事/かじ:화재 || 火/ひ:불 || 花火/はなび:불꽃놀이, 폭죽 || 火災/かさい:화재 || 火傷/やけど:화상 || 火山/かざん:화산 || 噴火/ふんか:분화, 화산 폭발"
灯,review,manual_review_required,,"[""등불""]","[""lamp"",""a light"",""light"",""counter for lights""]","[""トウ""]","[""ひ"",""ほ-"",""ともしび"",""とも.す"",""あかり""]",火,불 화,86,6,auto,4,電灯/でんとう:전등 || 灯台/とうだい:등대 || 蛍光灯/けいこうとう:형광등 || 灯油/とうゆ:등유
灰,review,manual_review_required,,"[""재""]","[""ashes"",""puckery juice"",""cremate""]","[""カイ""]","[""はい""]",火,불 화,86,6,auto,1,灰色/はいいろ:회색
災,review,manual_review_required,,"[""재앙"",""재난""]","[""disaster"",""calamity"",""woe"",""curse"",""evil""]","[""サイ""]","[""わざわ.い""]",火,불 화,86,7,auto,4,"火災/かさい:화재 || 防災/ぼうさい:방재 || 災難/さいなん:재난, 불운 || 災害/さいがい:재난, 불운"
炊,review,manual_review_required,,"[""(밥을) 짓다""]","[""cook"",""boil""]","[""スイ""]","[""た.く"",""-だ.き""]",火,불 화,86,8,auto,2,"炊く/たく:(밥을) 짓다 || 炊事/すいじ:취사, 밥 짓기"
炒,review,manual_review_required,,"[""재료를 불에 볶다""]","[""broil"",""parch"",""roast"",""fry""]","[""ソウ"",""ショウ""]","[""い.る"",""いた.める""]",火,불 화,86,8,auto,2,炒める/いためる:기름에 볶다;지지다 || 炒る/いる:재료를 불에 볶다
炬,review,manual_review_required,,"[""횃불"",""화톳불""]","[""torch"",""signal fire""]","[""コ"",""キョ""]",[],火,불 화,86,9,auto,1,炬燵/こたつ:코타츠
炭,review,manual_review_required,,"[""숯"",""석탄""]","[""charcoal"",""coal""]","[""タン""]","[""すみ""]",火,불 화,86,9,auto,2,炭鉱/たんこう:탄광 || 炭素/たんそ:탄소
点,review,manual_review_required,,"[""점"",""점수"",""표시""]","[""spot"",""point"",""mark"",""speck"",""decimal point""]","[""テン""]","[""つ.ける"",""つ.く"",""た.てる"",""さ.す"",""とぼ.す"",""とも.す"",""ぼち""]",火,불 화,86,9,auto,26,"交差点/こうさてん:교차로 || 点/てん:점, 점수, 표시 || 満点/まんてん:만점 || 欠点/けってん:결점 || 採点/さいてん:채점 || 終点/しゅうてん:종점 || 地点/ちてん:지점, 장소 || 零点/れいてん:영점, 0점"
為,review,manual_review_required,,"[""위함"",""~때문에""]","[""do"",""change"",""make"",""benefit"",""welfare"",""be of use"",""reach to"",""try"",""practice"",""cost"",""serve as"",""good"",""advantage"",""as a result of""]","[""イ""]","[""ため"",""な.る"",""な.す"",""す.る"",""たり"",""つく.る"",""なり""]",火,불 화,86,9,auto,4,"為/ため:위함, ~때문에 || 為替/かわせ:환(換), 환어음, 환율 || 為す/なす:이루다, 하다 || 行為/こうい:행위, 행동"
烈,review,manual_review_required,,"[""맹렬함"",""격렬함""]","[""ardent"",""violent"",""vehement"",""furious"",""severe"",""extreme""]","[""レツ""]","[""はげ.しい""]",火,불 화,86,10,auto,2,強烈/きょうれつ:강렬함 || 猛烈/もうれつ:맹렬함
焚,review,manual_review_required,,"[""불태우다"",""끓이다""]","[""burn"",""kindle"",""build a fire"",""boil"",""cook""]","[""フン"",""ホン"",""ハン""]","[""た.く"",""や.く"",""やきがり""]",火,불 화,86,12,auto,1,焚き火/たきび:모닥불
無,review,manual_review_required,,"[""없음"",""무(無)""]","[""nothingness"",""none"",""ain't"",""nothing"",""nil"",""not""]","[""ム"",""ブ""]","[""な.い""]",火,불 화,86,12,auto,41,"無理/むり:무리한, 불합리한, 불가능한 || 無くなる/なくなる:없어지다, 사라지다 || 無料/むりょう:무료 || 無/む:없음, 무(無) || 無視/むし:무시 || 無線/むせん:무선 || 無駄遣い/むだづかい:낭비, 헛돈 씀 || 無地/むじ:무지, 민무늬"
焦,review,manual_review_required,,"[""초조해하다""]","[""char"",""hurry"",""impatient"",""irritate"",""burn"",""scorch"",""singe""]","[""ショウ""]","[""こ.げる"",""こ.がす"",""こ.がれる"",""あせ.る"",""じ.れる"",""じ.らす""]",火,불 화,86,12,auto,5,"焦点/しょうてん:초점 || 焦る/あせる:초조해하다 || 焦げる/こげる:(음식이)타다,눌러붙다 || 焦がす/こがす:타다, 태우다, 그슬리다 || 焦げ茶/こげちゃ:짙은 갈색"
然,review,manual_review_required,,"[""그러하다""]","[""sort of thing"",""so"",""if so"",""in that case"",""well""]","[""ゼン"",""ネン""]","[""しか"",""しか.り"",""しか.し"",""さ""]",火,불 화,86,12,auto,12,"全然/ぜんぜん:전혀, 완전히 || 自然/しぜん:자연 || 当然/とうぜん:당연히 || 突然/とつぜん:돌연,갑자기 || 自然科学/しぜんかがく:자연 과학 || 天然/てんねん:천연 || 偶然/ぐうぜん:우연히 || 断然/だんぜん:단연, 단호히"
焼,review,manual_review_required,,"[""굽다""]","[""bake"",""burning""]","[""ショウ""]","[""や.く"",""や.き"",""や.き-"",""-や.き"",""や.ける""]",火,불 화,86,12,auto,4,"焼く/やく:굽다 || 焼ける/やける:타다, 구워지다 || 燃焼/ねんしょう:연소 || 夕焼け/ゆうやけ:저녁노을"
煉,review,manual_review_required,,"[""단련하다"",""정제하다""]","[""refine metals"",""kneading over fire""]","[""レン""]","[""ね.る""]",火,불 화,86,12,auto,1,煉瓦/れんが:벽돌
煌,review,manual_review_required,,"[""환한"",""밝은""]","[""glitter"",""gleam"",""twinkle""]","[""コウ""]","[""きらめ.く"",""きら.めく"",""かがや.く""]",火,불 화,86,13,auto,1,"煌々/こうこう:환한, 밝은"
煎,review,manual_review_required,,"[""콩·차 등을 볶다""]","[""broil"",""parch"",""roast"",""boil""]","[""セン""]","[""せん.じる"",""い.る"",""に.る""]",火,불 화,86,13,auto,1,煎る/いる:콩·차 등을 볶다
煙,review,manual_review_required,,"[""연기""]","[""smoke""]","[""エン""]","[""けむ.る"",""けむり"",""けむ.い""]",火,불 화,86,13,auto,7,"煙/けむり:연기 || 喫煙席/きつえんせき:흡연석 || 禁煙/きんえん:금연 || 禁煙席/きんえんせき:금연석 || 煙突/えんとつ:굴뚝 || 煙たい/けむたい:연기 자욱하다, 거북하다 || 煙る/けむる:연기가 나다"
